,import requirements,output product,value,proportion
5268,J58 Publishing services,"D351 Electricity, transmission and distribution",0.0,0.0
5269,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","D351 Electricity, transmission and distribution",0.0,0.0
5270,J61 Telecommunications services,"D351 Electricity, transmission and distribution",0.0,0.0
5271,"J62 Computer programming, consultancy and related services","D351 Electricity, transmission and distribution",0.0,0.0
5272,J63 Information services,"D351 Electricity, transmission and distribution",0.0,0.0
5273,"K64 Financial services, except insurance and pension funding","D351 Electricity, transmission and distribution",316.7913033155806,0.0605943437825465
5274,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security","D351 Electricity, transmission and distribution",0.0,0.0
5275,K66 Services auxiliary to financial services and insurance services,"D351 Electricity, transmission and distribution",0.01466496474632811,2.8050451704247464e-06
5276,L683 Real estate services on a fee or contract basis,"D351 Electricity, transmission and distribution",0.0,0.0
5277,L68A Owner-Occupiers' Housing Services,"D351 Electricity, transmission and distribution",0.0,0.0
5278,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent","D351 Electricity, transmission and distribution",0.0,0.0
5279,M691 Legal services,"D351 Electricity, transmission and distribution",0.0,0.0
5280,"M692 Accounting, bookkeeping and auditing services; tax consulting services","D351 Electricity, transmission and distribution",0.0,0.0
5281,M70 Services of head offices; management consulting services,"D351 Electricity, transmission and distribution",188.4355463887319,0.036043061028592435
5282,M71 Architectural and engineering services; technical testing and analysis services,"D351 Electricity, transmission and distribution",0.8398563239773342,0.0001606437496560071
5283,M72 Scientific research and development services,"D351 Electricity, transmission and distribution",0.0,0.0
5284,M73 Advertising and market research services,"D351 Electricity, transmission and distribution",0.0,0.0
5285,"M74 Other professional, scientific and technical services","D351 Electricity, transmission and distribution",0.0,0.0
5286,M75 Veterinary services,"D351 Electricity, transmission and distribution",0.0,0.0
5287,N77 Rental and leasing services,"D351 Electricity, transmission and distribution",0.00910805935287509,1.7421465609810746e-06
5288,N78 Employment services,"D351 Electricity, transmission and distribution",0.0,0.0
5289,"N79 Travel agency, tour operator and other reservation services and related services","D351 Electricity, transmission and distribution",0.0,0.0
5290,N80 Security and investigation services,"D351 Electricity, transmission and distribution",0.0,0.0
5291,N81 Services to buildings and landscape,"D351 Electricity, transmission and distribution",0.0,0.0
5292,"N82 Office administrative, office support and other business support services","D351 Electricity, transmission and distribution",165.0667483573609,0.03157318774963066
5293,O84 Public administration and defence services; compulsory social security services,"D351 Electricity, transmission and distribution",0.0,0.0
5294,P85 Education services,"D351 Electricity, transmission and distribution",0.0,0.0
5295,Q86 Human health services,"D351 Electricity, transmission and distribution",0.0,0.0
5296,Q87 & Q88 Residential Care  & Social Work Activities,"D351 Electricity, transmission and distribution",0.0,0.0
5297,"R90 Creative, arts and entertainment services","D351 Electricity, transmission and distribution",0.0,0.0
5298,"R91 Libraries, archives, museums and other cultural services","D351 Electricity, transmission and distribution",0.0,0.0
5299,R92 Gambling and betting services,"D351 Electricity, transmission and distribution",0.0,0.0
5300,R93 Sports services and amusement and recreation services,"D351 Electricity, transmission and distribution",0.0,0.0
5301,S94 Services furnished by membership organisations,"D351 Electricity, transmission and distribution",0.0,0.0
5302,S95 Repair services of computers and personal and household goods,"D351 Electricity, transmission and distribution",0.0,0.0
5303,S96 Other personal services,"D351 Electricity, transmission and distribution",0.0,0.0
5304,"A01 Products of agriculture, hunting and related services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5305,"A02 Products of forestry, logging and related services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5306,A03 Fish and other fishing products; aquaculture products; support services to fishing,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5307,B05 Coal and lignite,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,107.0651082611512,0.01750639678017551
5308,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,5115.256512041589,0.8364042365113826
5309,B08 Other mining and quarrying products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5310,B09 Mining support services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5311,C101 Preserved meat and meat products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5312,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5313,C104 Vegetable and animal oils and fats,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.1442300682487599,2.358330219249185e-05
5314,C105 Dairy products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5315,"C106 Grain mill products, starches and starch products",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5316,C107 Bakery and farinaceous products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5317,C108 Other food products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5318,C109 Prepared animal feeds,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5319,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5320,C1107 Soft drinks,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5321,C13 Textiles,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5322,C14 Wearing apparel,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5323,C15 Leather and related products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5324,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5325,C17 Paper and paper products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5326,C18 Printing and recording services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5327,C19 Coke and refined petroleum products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5328,"C203 Paints, varnishes and similar coatings, printing ink and mastics",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5329,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5330,C205 Other chemical products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5331,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.00168943161938802,2.762418190419259e-07
5332,C20B Petrochemicals - 20.14/16/17/60,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.01689518329613533,2.7625599717743035e-06
5333,"C20C Dyestuffs, agro-chemicals - 20.12/20",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.000843924198436063,1.3799147182643903e-07
5334,C21 Basic pharmaceutical products and pharmaceutical preparations,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,2.019790558929307,0.00033025936751701856
5335,C22 Rubber and plastic products,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.002534218599383088,4.143743657390849e-07
5336,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5337,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5338,C241_3 Basic iron and steel,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5339,C244_5 Other basic metals and casting,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.2894426925478096,4.73272637851795e-05
5340,C254 Weapons and ammunition,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5341,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,4.447693818195748,0.0007272499323322624
5342,"C26 Computer, electronic and optical products",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,27.57712638717513,0.0045091825379128874
5343,C27 Electrical equipment,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,52.36109029265847,0.00856165035830338
5344,C28 Machinery and equipment n.e.c.,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,25.12508813434521,0.004108245619514563
5345,"C29 Motor vehicles, trailers and semi-trailers",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5346,C301 Ships and boats,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5347,C303 Air and spacecraft and related machinery,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5348,C30OTHER Other transport equipment - 30.2/4/9,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5349,C31 Furniture,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5350,C32 Other manufactured goods,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5351,C3315 Repair and maintenance of ships and boats,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5352,C3316 Repair and maintenance of aircraft and spacecraft,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5353,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5354,"D351 Electricity, transmission and distribution",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,179.6215331206561,0.02937022042142408
5355,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,1.128438952592161,0.00018451296007750958
5356,E36 Natural water; water treatment and supply services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0008447517037099331,1.3812677861216351e-07
5357,E37 Sewerage services; sewage sludge,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5358,"E38 Waste collection, treatment and disposal services; materials recovery services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,76.904438813248,0.012574774750496044
5359,E39 Remediation services and other waste management services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5360,"F41, F42 & F43 Construction",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5361,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5362,"G46 Wholesale trade services, except of motor vehicles and motorcycles",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5363,"G47 Retail trade services, except of motor vehicles and motorcycles",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5364,H491_2 Rail transport services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5365,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.2885742856446638,4.718526910493287e-05
5366,H50 Water transport services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5367,H51 Air transport services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5368,H52 Warehousing and support services for transportation,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5369,H53 Postal and courier services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5370,I55 Accommodation services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5371,I56 Food and beverage serving services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5372,J58 Publishing services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5373,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5374,J61 Telecommunications services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5375,"J62 Computer programming, consultancy and related services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5376,J63 Information services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5377,"K64 Financial services, except insurance and pension funding",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,54.82323770129107,0.008964240241850375
5378,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5379,K66 Services auxiliary to financial services and insurance services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,1.969213487417273,0.0003219894250843329
5380,L683 Real estate services on a fee or contract basis,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5381,L68A Owner-Occupiers' Housing Services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5382,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5383,M691 Legal services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5384,"M692 Accounting, bookkeeping and auditing services; tax consulting services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5385,M70 Services of head offices; management consulting services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,302.2293759540796,0.049418035997043724
5386,M71 Architectural and engineering services; technical testing and analysis services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.1451359645230557,2.3731426823168186e-05
5387,M72 Scientific research and development services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5388,M73 Advertising and market research services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5389,"M74 Other professional, scientific and technical services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5390,M75 Veterinary services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5391,N77 Rental and leasing services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0008448131171085127,1.3813682042074723e-07
5392,N78 Employment services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5393,"N79 Travel agency, tour operator and other reservation services and related services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5394,N80 Security and investigation services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5395,N81 Services to buildings and landscape,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5396,"N82 Office administrative, office support and other business support services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,164.3510040267945,0.02687331040375255
5397,O84 Public administration and defence services; compulsory social security services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5398,P85 Education services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5399,Q86 Human health services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5400,Q87 & Q88 Residential Care  & Social Work Activities,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5401,"R90 Creative, arts and entertainment services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5402,"R91 Libraries, archives, museums and other cultural services",D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5403,R92 Gambling and betting services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5404,R93 Sports services and amusement and recreation services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5405,S94 Services furnished by membership organisations,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5406,S95 Repair services of computers and personal and household goods,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5407,S96 Other personal services,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,0.0,0.0
5408,"A01 Products of agriculture, hunting and related services",E36 Natural water; water treatment and supply services,0.0,0.0
5409,"A02 Products of forestry, logging and related services",E36 Natural water; water treatment and supply services,0.0,0.0
5410,A03 Fish and other fishing products; aquaculture products; support services to fishing,E36 Natural water; water treatment and supply services,0.0,0.0
5411,B05 Coal and lignite,E36 Natural water; water treatment and supply services,0.0,0.0
5412,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,E36 Natural water; water treatment and supply services,0.0,0.0
5413,B08 Other mining and quarrying products,E36 Natural water; water treatment and supply services,0.0,0.0
5414,B09 Mining support services,E36 Natural water; water treatment and supply services,0.0,0.0
5415,C101 Preserved meat and meat products,E36 Natural water; water treatment and supply services,0.0,0.0
5416,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",E36 Natural water; water treatment and supply services,0.0,0.0
5417,C104 Vegetable and animal oils and fats,E36 Natural water; water treatment and supply services,0.0,0.0
5418,C105 Dairy products,E36 Natural water; water treatment and supply services,0.0,0.0
5419,"C106 Grain mill products, starches and starch products",E36 Natural water; water treatment and supply services,0.0,0.0
5420,C107 Bakery and farinaceous products,E36 Natural water; water treatment and supply services,0.0,0.0
5421,C108 Other food products,E36 Natural water; water treatment and supply services,0.0,0.0
5422,C109 Prepared animal feeds,E36 Natural water; water treatment and supply services,0.0,0.0
5423,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,E36 Natural water; water treatment and supply services,0.0,0.0
5424,C1107 Soft drinks,E36 Natural water; water treatment and supply services,0.0,0.0
5425,C13 Textiles,E36 Natural water; water treatment and supply services,0.0,0.0
5426,C14 Wearing apparel,E36 Natural water; water treatment and supply services,0.0,0.0
5427,C15 Leather and related products,E36 Natural water; water treatment and supply services,0.0,0.0
5428,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",E36 Natural water; water treatment and supply services,0.0,0.0
5429,C17 Paper and paper products,E36 Natural water; water treatment and supply services,0.0,0.0
5430,C18 Printing and recording services,E36 Natural water; water treatment and supply services,0.0,0.0
5431,C19 Coke and refined petroleum products,E36 Natural water; water treatment and supply services,0.0,0.0
5432,"C203 Paints, varnishes and similar coatings, printing ink and mastics",E36 Natural water; water treatment and supply services,0.0,0.0
5433,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E36 Natural water; water treatment and supply services,0.0,0.0
5434,C205 Other chemical products,E36 Natural water; water treatment and supply services,0.0,0.0
5435,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",E36 Natural water; water treatment and supply services,1.833538311576613,0.022988250943364253
5436,C20B Petrochemicals - 20.14/16/17/60,E36 Natural water; water treatment and supply services,18.33632418088368,0.2298943081732378
5437,"C20C Dyestuffs, agro-chemicals - 20.12/20",E36 Natural water; water treatment and supply services,0.9159100209440011,0.011483353944700452
5438,C21 Basic pharmaceutical products and pharmaceutical preparations,E36 Natural water; water treatment and supply services,0.0,0.0
5439,C22 Rubber and plastic products,E36 Natural water; water treatment and supply services,2.750384708412286,0.03448334483581445
5440,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",E36 Natural water; water treatment and supply services,0.0,0.0
5441,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",E36 Natural water; water treatment and supply services,0.0,0.0
5442,C241_3 Basic iron and steel,E36 Natural water; water treatment and supply services,0.0,0.0
5443,C244_5 Other basic metals and casting,E36 Natural water; water treatment and supply services,0.9169422227188441,0.01149629532327676
5444,C254 Weapons and ammunition,E36 Natural water; water treatment and supply services,0.0,0.0
5445,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",E36 Natural water; water treatment and supply services,0.9168441549280483,0.011495065784210114
5446,"C26 Computer, electronic and optical products",E36 Natural water; water treatment and supply services,28.41975814783518,0.3563168153767031
5447,C27 Electrical equipment,E36 Natural water; water treatment and supply services,0.0,0.0
5448,C28 Machinery and equipment n.e.c.,E36 Natural water; water treatment and supply services,20.16891535331776,0.2528706842230428
5449,"C29 Motor vehicles, trailers and semi-trailers",E36 Natural water; water treatment and supply services,0.0,0.0
5450,C301 Ships and boats,E36 Natural water; water treatment and supply services,0.0,0.0
5451,C303 Air and spacecraft and related machinery,E36 Natural water; water treatment and supply services,0.0,0.0
5452,C30OTHER Other transport equipment - 30.2/4/9,E36 Natural water; water treatment and supply services,0.0,0.0
5453,C31 Furniture,E36 Natural water; water treatment and supply services,0.0,0.0
5454,C32 Other manufactured goods,E36 Natural water; water treatment and supply services,0.0,0.0
5455,C3315 Repair and maintenance of ships and boats,E36 Natural water; water treatment and supply services,0.0,0.0
5456,C3316 Repair and maintenance of aircraft and spacecraft,E36 Natural water; water treatment and supply services,0.0,0.0
5457,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,E36 Natural water; water treatment and supply services,0.0,0.0
5458,"D351 Electricity, transmission and distribution",E36 Natural water; water treatment and supply services,0.0,0.0
5459,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,E36 Natural water; water treatment and supply services,0.0,0.0
5460,E36 Natural water; water treatment and supply services,E36 Natural water; water treatment and supply services,0.9168081115251214,0.011494613884849132
5461,E37 Sewerage services; sewage sludge,E36 Natural water; water treatment and supply services,0.0,0.0
5462,"E38 Waste collection, treatment and disposal services; materials recovery services",E36 Natural water; water treatment and supply services,0.0,0.0
5463,E39 Remediation services and other waste management services,E36 Natural water; water treatment and supply services,0.0,0.0
5464,"F41, F42 & F43 Construction",E36 Natural water; water treatment and supply services,0.0,0.0
5465,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,E36 Natural water; water treatment and supply services,0.0,0.0
5466,"G46 Wholesale trade services, except of motor vehicles and motorcycles",E36 Natural water; water treatment and supply services,0.0,0.0
5467,"G47 Retail trade services, except of motor vehicles and motorcycles",E36 Natural water; water treatment and supply services,0.0,0.0
5468,H491_2 Rail transport services,E36 Natural water; water treatment and supply services,0.0,0.0
5469,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",E36 Natural water; water treatment and supply services,0.0,0.0
5470,H50 Water transport services,E36 Natural water; water treatment and supply services,0.0,0.0
5471,H51 Air transport services,E36 Natural water; water treatment and supply services,0.0,0.0
5472,H52 Warehousing and support services for transportation,E36 Natural water; water treatment and supply services,0.0,0.0
5473,H53 Postal and courier services,E36 Natural water; water treatment and supply services,0.0,0.0
5474,I55 Accommodation services,E36 Natural water; water treatment and supply services,0.0,0.0
5475,I56 Food and beverage serving services,E36 Natural water; water treatment and supply services,0.0,0.0
5476,J58 Publishing services,E36 Natural water; water treatment and supply services,0.0,0.0
5477,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",E36 Natural water; water treatment and supply services,0.0,0.0
5478,J61 Telecommunications services,E36 Natural water; water treatment and supply services,0.0,0.0
5479,"J62 Computer programming, consultancy and related services",E36 Natural water; water treatment and supply services,0.0,0.0
5480,J63 Information services,E36 Natural water; water treatment and supply services,0.0,0.0
5481,"K64 Financial services, except insurance and pension funding",E36 Natural water; water treatment and supply services,0.0,0.0
5482,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",E36 Natural water; water treatment and supply services,0.0,0.0
5483,K66 Services auxiliary to financial services and insurance services,E36 Natural water; water treatment and supply services,0.9169733607810702,0.011496685721221447
5484,L683 Real estate services on a fee or contract basis,E36 Natural water; water treatment and supply services,0.0,0.0
5485,L68A Owner-Occupiers' Housing Services,E36 Natural water; water treatment and supply services,0.0,0.0
5486,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",E36 Natural water; water treatment and supply services,0.0,0.0
5487,M691 Legal services,E36 Natural water; water treatment and supply services,0.0,0.0
5488,"M692 Accounting, bookkeeping and auditing services; tax consulting services",E36 Natural water; water treatment and supply services,0.0,0.0
5489,M70 Services of head offices; management consulting services,E36 Natural water; water treatment and supply services,1.833634448044791,0.022989456268195117
5490,M71 Architectural and engineering services; technical testing and analysis services,E36 Natural water; water treatment and supply services,0.9168928239300453,0.011495675978839813
5491,M72 Scientific research and development services,E36 Natural water; water treatment and supply services,0.0,0.0
5492,M73 Advertising and market research services,E36 Natural water; water treatment and supply services,0.0,0.0
5493,"M74 Other professional, scientific and technical services",E36 Natural water; water treatment and supply services,0.0,0.0
5494,M75 Veterinary services,E36 Natural water; water treatment and supply services,0.0,0.0
5495,N77 Rental and leasing services,E36 Natural water; water treatment and supply services,0.9168747634162979,0.011495449542544715
5496,N78 Employment services,E36 Natural water; water treatment and supply services,0.0,0.0
5497,"N79 Travel agency, tour operator and other reservation services and related services",E36 Natural water; water treatment and supply services,0.0,0.0
5498,N80 Security and investigation services,E36 Natural water; water treatment and supply services,0.0,0.0
5499,N81 Services to buildings and landscape,E36 Natural water; water treatment and supply services,0.0,0.0
5500,"N82 Office administrative, office support and other business support services",E36 Natural water; water treatment and supply services,0.0,0.0
5501,O84 Public administration and defence services; compulsory social security services,E36 Natural water; water treatment and supply services,0.0,0.0
5502,P85 Education services,E36 Natural water; water treatment and supply services,0.0,0.0
5503,Q86 Human health services,E36 Natural water; water treatment and supply services,0.0,0.0
5504,Q87 & Q88 Residential Care  & Social Work Activities,E36 Natural water; water treatment and supply services,0.0,0.0
5505,"R90 Creative, arts and entertainment services",E36 Natural water; water treatment and supply services,0.0,0.0
5506,"R91 Libraries, archives, museums and other cultural services",E36 Natural water; water treatment and supply services,0.0,0.0
5507,R92 Gambling and betting services,E36 Natural water; water treatment and supply services,0.0,0.0
5508,R93 Sports services and amusement and recreation services,E36 Natural water; water treatment and supply services,0.0,0.0
5509,S94 Services furnished by membership organisations,E36 Natural water; water treatment and supply services,0.0,0.0
5510,S95 Repair services of computers and personal and household goods,E36 Natural water; water treatment and supply services,0.0,0.0
5511,S96 Other personal services,E36 Natural water; water treatment and supply services,0.0,0.0
5512,"A01 Products of agriculture, hunting and related services",E37 Sewerage services; sewage sludge,0.0,0.0
5513,"A02 Products of forestry, logging and related services",E37 Sewerage services; sewage sludge,0.0,0.0
5514,A03 Fish and other fishing products; aquaculture products; support services to fishing,E37 Sewerage services; sewage sludge,0.0,0.0
5515,B05 Coal and lignite,E37 Sewerage services; sewage sludge,0.0,0.0
5516,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,E37 Sewerage services; sewage sludge,0.0,0.0
